"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"121",121,"tt0115685","The Birdcage","1996",7,"60946","R","117 min","Comedy","tt0100395","tt0119942","tt0096463","A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents."
"122",122,"tt0112585","The Brothers McMullen","1995",6.6,"6289","R","98 min","Comedy","tt0117628","tt0280438","tt0114885","Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity."
"123",123,"tt0112442","Bad Boys","1995",6.8,"167566","R","119 min","Action|Comedy|Crime|Drama|Thriller","tt0172156","tt1980209","tt0117500","Two hip detectives protect a murder witness while investigating a case of stolen heroin."
"124",124,"tt0112342","The Amazing Panda Adventure","1995",5.8,"3029","PG","84 min","Adventure|Children","tt0110657","tt0113114","tt0106965","A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats."
"125",125,"tt0112461","The Basketball Diaries","1995",7.3,"78055","R","102 min","Drama","tt0231448","tt0099685","tt1616195","A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction."
"126",126,"tt0109093","Amateur","1994",7,"4445","R","105 min","Crime|Drama|Thriller","tt0103130","tt0105411","tt0113080","Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember..."
"127",127,"tt0112384","Apollo 13","1995",7.6,"204515","PG","140 min","Adventure|Drama|IMAX","tt0096446","tt0870111","tt0088161","NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy."
"128",128,"tt0114287","Rob Roy","1995",6.9,"33879","R","139 min","Action|Drama|Romance|War","tt0119395","tt0098260","tt0108330","In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the ..."
"129",129,"tt0112288","The Addiction","1995",6.4,"6464","UNRATED","82 min","Drama|Horror","tt0116378","tt0106452","tt0106660","A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood."
"130",130,"tt0112462","Batman Forever","1995",5.4,"186710","PG-13","121 min","Action|Adventure|Comedy|Crime","tt0118688","tt0280486","tt0109446","Batman must battle Two-Face and The Riddler with help of an amourous psychologist and a young circus acrobat who becomes his sidekick, Robin."
"131",131,"tt0061395","Belle de Jour","1967",7.8,"28382","APPROVED","101 min","Drama","tt0058249","tt0066491","tt0075824","A frigid young housewife decides to spend her midweek afternoons as a prostitute."
"132",132,"tt0112495","Beyond Rangoon","1995",6.6,"4089","R","100 min","Adventure|Drama|War","tt0089087","tt0076009","tt0120706","Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she..."
"133",133,"tt0112541","Blue in the Face","1995",6.7,"7490","R","83 min","Comedy|Drama","tt0114478","tt0107282","tt0118851","Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential ..."
"134",134,"tt0109370","Canadian Bacon","1995",5.9,"13453","PG","91 min","Comedy|War","tt0124295","tt0361596","tt0117008","The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada."
"135",135,"tt0112642","Casper","1995",6,"83261","PG","100 min","Adventure|Children","tt0339291","tt0109813","tt0116756","A paranormal expert and his daughter bunk in an abandoned house populated by 3 mischievous ghosts and one friendly one."
"136",136,"tt0112688","Clockers","1995",6.9,"16356","R","128 min","Crime|Drama|Mystery","tt0454848","tt0162677","tt1321511","Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them."
"137",137,"tt0112715","Congo","1995",5,"33723","PG-13","109 min","Action|Adventure|Mystery|Sci-Fi","tt0099052","tt0106246","tt0397313","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
"138",138,"tt0112740","Crimson Tide","1995",7.3,"79188","R","116 min","Drama|Thriller|War","tt0120660","tt0328107","tt1111422","On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so."
"139",139,"tt0109508","Crumb","1994",8,"13766","R","119 min","Documentary","tt0162346","tt0307987","tt0364955","An intimate portrait of the controversial cartoonist and his traumatized family."
"140",140,"tt0112851","Desperado","1995",7.2,"135409","R","104 min","Action|Romance|Western","tt0285823","tt0104815","tt0985694","A gunslinger is embroiled in a war with a local drug runner."
"141",141,"tt0112857","Devil in a Blue Dress","1995",6.7,"12879","R","102 min","Crime|Film-Noir|Mystery|Thriller","tt0313443","tt0102592","tt0257756","An African American man is hired to find a woman and gets mixed up in a murderous political scandal."
"142",142,"tt0112864","Die Hard: With a Vengeance","1995",7.6,"293233","R","128 min","Action|Crime|Thriller","tt0095016","tt0099810","tt0120657","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building."
"143",143,"tt0112887","The Doom Generation","1995",5.9,"11173","R","83 min","Comedy|Crime|Drama","tt0119809","tt0127296","tt0113845","Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts."
"144",144,"tt0113071","First Knight","1995",5.9,"54143","PG-13","134 min","Action|Drama|Romance","tt0099653","tt0250687","tt0097576","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table."
"145",145,"tt0113114","Free Willy 2: The Adventure Home","1995",4.9,"12335","PG","95 min","Adventure|Children|Drama","tt0106965","tt0119152","tt0112342","Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill."
"146",146,"tt0113243","Hackers","1995",6.2,"53647","PG-13","107 min","Action|Adventure|Crime|Thriller","tt0272152","tt0106339","tt0111709","A young boy is arrested by the U.S. Secret Service for writing a computer virus and is banned from using a computer until his 18th birthday. Years later, he and his new-found friends ..."
"147",147,"tt0113464","Jeffrey","1995",6.7,"4856","R","92 min","Comedy|Drama","tt0114885","tt0114681","tt0113118","Jeffrey, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ..."
"148",148,"tt0113481","Johnny Mnemonic","1995",5.6,"55329","R","96 min","Action|Sci-Fi|Thriller","tt0113492","tt0114614","tt0114857","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
"149",149,"tt0113492","Judge Dredd","1995",5.4,"85874","R","96 min","Action|Crime|Sci-Fi","tt0106697","tt0112401","tt0113481","In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart."
"150",150,"tt0113500","Jury Duty","1995",4,"6136","PG-13","88 min","Comedy","tt0120770","tt0109361","tt0108186","When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does ..."
"151",151,"tt0113540","Kids","1995",7,"57515","N/A","91 min","Drama","tt0127722","tt0242193","tt0209077","A day in the life of a group of teens as they travel around New York City skating, drinking, smoking, and deflowering virgins."
"152",152,"tt0113677","Living in Oblivion","1995",7.6,"12475","R","90 min","Comedy","tt0119987","tt0412637","tt0118113","Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers."
"153",153,"tt0113690","Lord of Illusions","1995",6,"10907","R","109 min","Horror","tt0093177","tt0054215","tt0082418","During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was..."
"154",154,"tt0107447","Love & Human Remains","1993",6.8,"2167","R","100 min","Comedy|Drama","tt0338135","tt0090985","tt0097635","Set in a dreary urban landscape of an anonymous Canadian city, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film ..."
"155",155,"tt0113729","Mad Love","1995",5.2,"5217","PG-13","93 min","Drama|Romance","tt0110889","tt0112679","tt0116621","Casey and Matt are high school kids in love. They run away together after Casey's parents check her into a mental hospital for trying to kill herself. Matt sneaks her out and on the road ..."
"156",156,"tt0113749","Mallrats","1995",7.2,"97196","R","94 min","Comedy|Romance","tt0118842","tt1007028","tt0109445","Both dumped by their girlfriends, two best friends seek refuge in the local mall."
"157",157,"tt0113820","Mighty Morphin Power Rangers: The Movie","1995",5,"18597","PG","95 min","Action|Children","tt0119640","tt0120389","tt0120856","A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."
"158",158,"tt0113851","Moonlight and Valentino","1995",5.8,"2933","R","105 min","Drama|Romance","tt0120703","tt0090583","tt0114885","A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter."
"159",159,"tt0110604","Mute Witness","1995",6.8,"4254","R","95 min","Comedy|Horror|Thriller","tt0118604","tt0113690","tt0113303","Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must first escape ..."
"160",160,"tt0110620","Nadja","1994",6,"2419","R","93 min","Drama","tt0171359","tt0096321","tt0117002","This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of ..."
"161",161,"tt0113957","The Net","1995",5.8,"47823","PG-13","114 min","Action|Crime|Thriller","tt0132512","tt0352277","tt0101984","A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger."
"162",162,"tt0113986","Nine Months","1995",5.4,"29330","PG-13","103 min","Comedy|Romance","tt0095288","tt0102598","tt1032815","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
